proj_id,project_name,risk_class,n_funds,total_postings,funds_with_avc,funds_earmarked,funds_full_10digit_match,fund_types,fund_list
00012252,International assistance,A,1,109,1,1,1,106,199IAS4141
00013322,Junior Professional Officer (JPO) German,A,1,109,1,1,1,103,808GLO1011
00013384,Secondment of a Programme Specialist fro,A,1,109,1,1,1,105,580GLO4002
00001574,NESSIM HABIF FUND,A,1,108,1,1,1,104,401NHF1091
00000307,GENERAL FUND - NORWAY,A,1,107,1,1,1,105,504NOR9090
00013434,Projet Conjoint UNESCO-PNUD-UNFPA,A,1,107,1,1,1,108,235MLI1001
00013909,Observing Systems & Data Management,A,1,107,1,1,1,104,191OSD2043
00013678,Strengthening social cohesion and peace,A,1,106,1,1,1,108,235GBS1000
00012219,"OWSD 2022-2023: Increasing the number, p",A,1,105,1,1,1,104,448INT2213
00013116,Co-creation and programme design in and,A,1,105,1,1,1,104,473UKR0003
00013655,Reparación transformadora para la consol,A,1,105,1,1,1,108,235GUA1003
00013722,Empowering Afro-Mexican Youth,A,1,105,1,1,1,108,214MEX3000
00012983,DISASTER RISK REDUCTION FOR SUSTAINABLE,A,1,104,1,1,1,108,218BIH2001
00013746,Innovation and excellence in TVET,A,1,104,1,1,1,105,507GLO1042
00013815,Projet de déconcentration du SIGE dans l,A,1,104,1,1,1,107,700CMR1004
00013929,43 C/5 Output 1.7 ED Gender,A,1,104,1,1,1,104,495GLO1056
00012115,Sauvegarde et valorisation du patrimoine,A,1,103,1,1,1,109,938MOR4003
00012136,Digital transformation of higher educati,A,1,103,1,1,1,105,570INT1009
00013109,Funding the evaluation of nominations to,A,1,103,1,1,1,104,196EVA4042
00013523,Promoting inclusive TVET and decent empl,A,1,103,1,1,1,108,261PER1001
00013849,Support Application of the SICA Skills T,A,1,103,1,1,1,105,570RLA1017
00013282,JPO China 2024 - Cairo - Intangible Cult,A,1,101,1,1,1,103,821GLO4002
00013298,JPO China 2024 UIS Montreal,A,1,101,1,1,1,103,821GLO0009
00013348,Japanese JPO - ESD for 2030,A,1,101,1,1,1,103,804GLO1019
00013596,Safeguarding intangible cultural heritag,A,1,101,1,1,1,105,537RAF4005
00013724,NFiT projects for World Heritage 2024 Bu,A,1,101,1,1,1,105,519GLO4005
00000352,GENERAL FUND,A,1,100,1,1,1,105,503SWE9090
00011377,TWAS 2020-21 - Building scientific capac,A,1,100,1,1,1,104,448INT2201
00012900,Beirut (Mar Mikhael) Train Station: Indu,A,1,100,1,1,1,105,534LEB4002
00013570,Secondment of a Senior Programme Special,A,1,100,1,1,1,105,526GLO2013
00013700,Building Heritage Disaster and Climate R,A,1,99,1,1,1,105,526RAS4029
00013898,Enhancing human resources to improve the,A,1,99,1,1,1,104,199EHR4143
00013149,42C/5 OP6,A,1,98,1,1,1,104,495GLO1046
00013449,Atlas of Indigenous Knowledge in UNESCO,A,1,98,1,1,1,104,406GLO2050
00011517,Safeguarding the Minaret and Archaeologi,A,1,96,1,1,1,105,570AFG4000
00013505,Exhibition on architecture to enhance th,A,1,94,1,1,1,105,505GLO4002
00013697,Empowering Youth to Building Bridges for,A,1,94,1,1,1,108,235KYR5001
00013475,Ocean Innovation Academy,A,1,93,1,1,1,105,570GLO2034
00013044,Fund for the Elimination of Doping in Sp,A,1,92,1,1,1,106,181GLO3042
00013684,"UN Joint Program on Youth Skills, Employ",A,1,91,1,1,1,108,263KEN3000
00013935,43C/5 Output 7.4- Digital transformation,A,1,91,1,1,1,104,495GLO1062
00013391,Ocean Decade  JPO - France,A,1,88,1,1,1,103,811GLO2000
00013406,A global ocean free from the harmful imp,A,1,87,1,1,1,105,570GLO2033
00012616,Rehabilitation of the Majestic Cinema th,A,1,86,1,1,1,105,537URT4000
00013279,G20 Visioning Seminar,A,1,86,1,1,1,104,406GLO0086
00013781,Reinforced Cooperation and Knowledge for,A,1,85,1,1,1,105,514RLA2007
00013346,Output 5: Member States capacities and p,A,1,83,1,1,1,104,495GLO3005
00013727,Sustainable and climate resilient water,A,1,83,1,1,1,105,218MAR2000
00013408,Sustainable management of the Okavango D,A,1,81,1,1,1,105,513RAF4016
00013749,Global Initiative for Information Integr,A,1,80,1,1,1,105,538GLO5002
00013543,Developing digital talent for social and,A,1,79,1,1,1,105,570RLA1016
00012668,Streamlining Global Blue Carbon Ambition,A,1,77,1,1,1,105,520GLO2007
00013180,Emergency Assistance (2024-2025),A,1,77,1,1,1,104,196RES4042
00013910,Early Warning Systems & Services,A,1,77,1,1,1,104,191EWS2043
00013679,Human Security and Inclusive Digital Tra,A,1,76,1,1,1,108,202MEX3000
00013765,Environmental Resilience in the Brazilia,A,1,76,1,1,1,105,218BRA2002
00013568,Science Diplomacy Initiative,A,1,75,1,1,1,104,406GLO2051
00013629,Secondment of a Programme Specialist (P3,A,1,75,1,1,1,105,580GLO2003
00013509,Political Analysis and Monitoring Specia,A,1,74,1,1,1,104,406GLO0029
00013590,UNOPS-UNEP Collaborative Execution of th,A,1,74,1,1,1,108,216RLA2003
00013554,KFIT Action Plans for University Network,A,1,73,1,1,1,105,526RAS1037
00013776,Media development is strengthened (IPDC,A,1,73,1,1,1,104,354GLO5013
00013974,Building Resilience through SEL: Educati,A,1,73,1,1,1,107,727PAL1002
00013096,Periodic Reporting 2024-2025,A,1,72,1,1,1,104,198CSV4142
00013506,Utilizing Intelligent Tech to Transform,A,1,72,1,1,1,105,580GLO1007
00013887,Jamaica-Response to Hurricane Melissa,A,1,72,1,1,1,104,406JAM0001
00013111,Carry Over International Assistance 2022,A,1,71,1,1,1,104,196IAC4041
00013378,Addressing long-term impacts of the Kakh,A,1,71,1,1,1,105,513UKR2000
00013956,MDP Outcome 3 Media and Information Lite,A,1,70,1,1,1,104,408MIL5043
00013808,Strengthening the public private model i,A,1,69,1,1,1,108,218RSS1000
00013836,Promoting Agroecology Practices for Biod,A,1,69,1,1,1,105,570RAF2002
00013861,Arabic Language Programme - Activities,A,1,69,1,1,1,105,570GLO3029
00013949,Programme SCG - Renforcement des capacit,A,1,68,1,1,1,107,727PRC1012
00013185,Special Account Underwater Cultural Heri,A,1,67,1,1,1,104,175GLO4042
00013636,UNESCO/Italy Junior Professional Officer,A,1,67,1,1,1,103,809RAF1002
00013437,Capacity development to sustain identifi,A,1,66,1,1,1,105,526RAF4000
00013915,ICG-IOTWMS Secretariat,A,1,66,1,1,1,104,193EWS2043
00013174,JPO (Republic of Korea) - CLT/CPD,A,1,65,1,1,1,103,823GLO4000
00012137,Enhancing LGBTIQ+ inclusive learning spa,A,1,64,1,1,1,105,570RAS1006
00013814,SAFEGUARDING OF BAYON TEMPLE OF ANGKOR T,A,1,64,1,1,1,105,537CMB4004
00013937,ABD-Peru: Enhancing Conservation and Sus,A,1,64,1,1,1,105,273PER2000
00013938,"Les ""Activités d'Information, d'Educatio",A,1,64,1,1,1,107,702GAB1001
00013966,Temporary Assistance - Consultancy in th,A,1,64,1,1,1,104,406GLO0092
00014040,Programme d’appui à la professionnalisat,A,1,64,1,1,1,107,727CMR1006
00013051,Bright Star University Engineering Lab,A,1,63,1,1,1,109,901LIB2004
00013097,Advisory services by ICCROM for 2024-202,A,1,63,1,1,1,104,198AMI4142
00013179,MDP Outcome 3 Media and Information Lite,A,1,63,1,1,1,104,408MIL5042
00013193,UNESCO CAMPUS HUAWEI,A,1,63,1,1,1,105,570GLO0028
00013599,Emergency measures to strengthen the pro,A,1,63,1,1,1,105,537SEN4000
00013911,Assessment & Information for Policy,A,1,63,1,1,1,104,191AIP2043
00013139,Advisory Services (42 C/5),A,1,62,1,1,1,104,199CLS4142
00013556,Implementation of the Future Teachers Ki,A,1,62,1,1,1,105,507ECU1000
00013620,Supporting Countries in Building Effecti,A,1,62,1,1,1,105,537GLO3001
00013150,PROJETS DE RENOVATION LES PLUS URGENTS A,A,1,61,1,1,1,105,520GLO0001
00013560,"DG contributions ""Revive the spirit of M",A,1,60,1,1,1,104,406IRQ4001
00013618,LEAD - ESD,A,1,60,1,1,1,108,201RAF1004
00013752,Special account for the support of the C,A,1,60,1,1,1,104,495GLO4243
00013809,Enhancing capacities to assess progress,A,1,60,1,1,1,105,514RLA2008
00013976,Development of the ASEAN Workplan on Edu,A,1,60,1,1,1,105,570RAS1011
00002142,Ch.3: EMERGENCY ASSISTANCE,A,1,59,1,1,1,104,196RES4061
00013704,eDNA Expeditions II,A,1,59,1,1,1,105,570GLO2042
00013912,Sustainable Management & Governance,A,1,59,1,1,1,104,191RCG2043
00013866,Transforming Education in South Sudan (G,A,1,58,1,1,1,105,570RSS1002
00013465,Interdisciplinary Programme Activities i,A,1,57,1,1,1,104,650RER6001
00013748,Junior Professional Officer (Japan) for,A,1,57,1,1,1,103,804GLO5003
00013821,Soutenir le rôle de la culture dans le d,A,1,57,1,1,1,105,570TUN4001
00013928,43 C/5 Output 1.6 ED Higher Education,A,1,57,1,1,1,104,495GLO1055
00013582,Programme of emergency assistance for Be,A,1,56,1,1,1,104,473LEB4001
00013617,C-Blues,A,1,56,1,1,1,105,549INT2009
00013663,JPO- Republic of Korea,A,1,56,1,1,1,103,823GLO1001
00013674,Capacity Building for Open Science in As,A,1,55,1,1,1,105,555RAS2027
00013331,Shared Heritage: Museums in Southeast As,A,1,54,1,1,1,105,570RAS4007
00012529,Media development is strengthened (IPDC,A,1,53,1,1,1,104,355GLO5005
00013159,Education and World Heritage (2024-2025),A,1,53,1,1,1,104,198CAP4142
00013785,Samoa System Transformation Grant,A,1,53,1,1,1,107,727SAM1003
00013553,UNESCO International Conference on Women,A,1,51,1,1,1,104,473AFG0001
00013923,PITAF in Madagascar,A,1,51,1,1,1,108,201MAG1004
00013661,Addressing Hydro-climatic Risks and Buil,A,1,50,1,1,1,105,513INT2009
00013754,UKR Special Account - CI Media Recovery,A,1,50,1,1,1,104,473UKR5000
00013908,Ocean Research (IOC Special Account 43 C,A,1,50,1,1,1,104,191ORS2043
00013119,Cooperation with other conventions & pro,A,1,49,1,1,1,104,198COP4142
00013363,Cultural Heritage - A Driver of Climate,A,1,48,1,1,1,105,537RAS4002
00013732,Building resilience to climate change an,A,1,48,1,1,1,105,501PER4001
00014094,Expanding digital citizenship for integr,A,1,48,1,1,1,108,COL1000571
00014107,"Promotion of improved Health, Nutrition,",A,1,48,1,1,1,108,221PRC1002
00013246,"Routes of Enslaved Peoples: Resistance,",A,1,47,1,1,1,105,549GLO3004
00013503,EmpowerEd: Enabling Inclusive teaching a,A,1,47,1,1,1,105,580GLO1006
00013439,UNESCO-Uzbekistan Beruniy Prize for Scie,A,1,46,1,1,1,104,469GLO3007
00013453,Advancing Digital Integration: Enhancing,A,1,46,1,1,1,105,513UKR4000
00014024,Carry Over International Assistance 2024,A,1,46,1,1,1,104,196IAC4042
00013843,Lutter contre les violences basées sur l,A,1,44,1,1,1,104,406SEN3000
00013934,43C/5 OP6.1 IO - GCED and Recommendation,A,1,44,1,1,1,104,495GLO1061
00013108,Human Resources of the Secretariat-WH Co,A,1,43,1,1,1,104,196PER4042
00013342,Ocean Acidification - proof of concept o,A,1,43,1,1,1,105,570GLO2031
00013634,KISTI-UNESCO Collaboration for Advancing,A,1,43,1,1,1,105,526GLO5000
00013834,Riwaya Museum Project – Phase IV: Interp,A,1,43,1,1,1,105,504PAL4007
00002221,GERMANY GENERAL FUND - AE SCHEME,A,1,41,1,1,1,103,808GER9090
00012906,Latin American and Caribbean Alliance fo,A,1,41,1,1,1,105,538RLA1000
00013303,"Support Journalists, Professional and In",A,1,41,1,1,1,104,473PAL5000
00013783,Southern African Liberation History (SAL,A,1,40,1,1,1,104,406GLO3008
00012392,International Fund for Cultural Diversit,A,1,39,1,1,1,106,182GLO4041
00013110,Retrospective inventory (2024-2025),A,1,39,1,1,1,104,198LIS4142
00013998,International Task Force on Teachers for,A,1,39,1,1,1,104,474GLO1005
00013289,Latin American Laboratory of Public Poli,A,1,38,1,1,1,105,514RLA2006
00013419,Data Management under the Syria Educatio,A,1,38,1,1,1,108,201SYR1000
00013500,Harnessing the Power of ICT and AI in Te,A,1,38,1,1,1,105,580GLO1005
00013586,Kiribati GPE System Transformation Grant,A,1,38,1,1,1,107,727KIR1003
00013675,Bridging Japanese and UNESCO-IOC experti,A,1,38,1,1,1,105,537INT2001
00013745,"IBC, IGBC COMEST meetings and reports fi",A,1,38,1,1,1,104,406GLO3007
00013807,Renforcement Section Crises,A,1,38,1,1,1,104,406GLO0032
00012892,Strengthening national capacities for co,A,1,37,1,1,1,108,235KYR5000
00013561,ICC-Angkor / Sambor Prei Kuk,A,1,37,1,1,1,105,537CMB4003
00013933,43C/5 Output 2.6 ED -ESD and Greening,A,1,37,1,1,1,104,495GLO1060
00013155,Regional Programmes follow-up to Periodi,A,1,36,1,1,1,104,198CSV4342
00013751,Environmental Resilience in the Brazilia,A,1,36,1,1,1,105,218BRA2001
00013768,JPO (France) for Bioethics and Ethics of,A,1,36,1,1,1,103,811GLO3001
00013903,Human Resources of the Secretariat-WH Co,A,1,36,1,1,1,104,196PER4043
00013136,Preparatory assistance (42C/5),A,1,33,1,1,1,104,199PRA4142
00012256,OWSD 2022: Additional Fellowships and Ex,A,1,32,1,1,1,104,448INT2214
00012644,Supporting Global Media Defence Fund's P,A,1,32,1,1,1,105,534GLO5000
00013464,Enhancing Heritage and Creativity for De,A,1,32,1,1,1,104,650RER4003
00013601,Quatrième Edition de la Biennale de Luan,A,1,32,1,1,1,105,524RAF0002
00013794,AI FOR AFRICA CONFERENCE (G20),A,1,32,1,1,1,104,406RAF0004
00013813,JPO – Cultural and Creative Industries i,A,1,32,1,1,1,103,821GLO4004
00013888,Haiti - Response to Hurricane Melissa,A,1,32,1,1,1,104,406HAI0002
00002223,JAPAN GENERAL FUND - AE SCHEME,A,1,31,1,1,1,103,810JPN9090
00012811,Syria emergency response in the domains,A,1,30,1,1,1,104,473SYR4000
00013120,Capacity Building in States Parties (202,A,1,30,1,1,1,104,198CAP4242
00013604,International Assistance for the develop,A,1,30,1,1,1,105,523INT4000
00013820,Human Resource support to Cairo ED Unit,A,1,30,1,1,1,103,821GLO1007
00013862,Arabic Language Programme - Coordination,A,1,30,1,1,1,105,570GLO3030
00002222,ITALY GENERAL FUND - AE SCHEME,A,1,29,1,1,1,103,809ITA9090
00013799,JPO (China) for ED NAI-Campus Africa,A,1,29,1,1,1,103,821GLO1006
00011375,OWSD 2020-2021 Additional Activities (Su,A,1,28,1,1,1,104,448INT2204
00013755,Resilient Journalism in the Digital Age,A,1,27,1,1,1,105,504MOR5000
00013763,42 C/5 OUTPUT 2 - Member States capaciti,A,1,27,1,1,1,104,495GLO3006
00013802,"Strengthening Peace through Arts, Cultur",A,1,27,1,1,1,108,218MAL4000
00013894,Article 18 - online platform for sharing,A,1,27,1,1,1,104,199GLO4943
00013967,Special Account UNESCO Global Geoparks,A,1,27,1,1,1,104,428GLO2043
00012305,The Conservation and Management of Tell,A,1,26,1,1,1,105,534PAL4001
00012681,Empowering Youth-led Racial Healing for,A,1,26,1,1,1,105,570GLO3018
00013619,La sauvegarde des savoirs et savoir-fair,A,1,26,1,1,1,109,938MOR4005
00013638,Embracing Shared Heritage through Perfor,A,1,26,1,1,1,105,570RAS4008
00014054,Safeguarding Independent Media and Infor,A,1,26,1,1,1,105,567UKR5002
00014115,Technical Workshop on Palestine Curricul,A,1,26,1,1,1,104,406GLO1056
00013900,Funding the evaluation of nominations to,A,1,25,1,1,1,104,196EVA4043
00013214,Member States Flags at UNESCO,A,1,24,1,1,1,104,406GLO0084
00013816,RPL System CapED Liberia,A,1,24,1,1,1,108,221LIR1002
00014000,Temporary Assistance - CI/UAI,A,1,24,1,1,1,104,406GLO5001
00014010,Supporting Digital Skills for Next Gener,A,1,24,1,1,1,105,507ZAM1000
00013152,Awareness & Publications (& Basic Texts),A,1,23,1,1,1,104,198PAC4142
00013597,Women’s economic empowerment through ski,A,1,23,1,1,1,105,523AFG1000
00013738,Uplifting the Dynamic Cultural and Creat,A,1,23,1,1,1,105,570VIE4004
00013917,Addressing antisemitism through educatio,A,1,23,1,1,1,105,529AUL1000
00013961,Digital Futures for a Smart Europe: A Fe,A,1,23,1,1,1,105,570RER2003
00013984,Psychosocial Support and Education Conti,A,1,23,1,1,1,104,406NIR1000
00014055,"Creating Safe, Supportive and Inclusive",A,1,23,1,1,1,105,567UKR1002
00013124,Upstream support (2024-2025),A,1,22,1,1,1,104,198LIS4242
00013805,JPO (Germany) for Hydrological Systems a,A,1,22,1,1,1,103,808GLO2002
00013896,Sub-fund for enhancing the human capacit,A,1,22,1,1,1,104,199PER4143
00002217,JAPAN GENERAL FUND - AE SCHEME,A,1,21,1,1,1,103,804JPN9090
00013133,Outcome 2: Multi-Donor Programme on Free,A,1,21,1,1,1,104,408MAS5042
00013822,FOSTERING A PEACEFUL AND INCLUSIVE ENVIR,A,1,21,1,1,1,105,235CMR5001
00013954,Outcome 2: Multi-Donor Programme on Free,A,1,21,1,1,1,104,408MAS5043
00013968,EU partnerships position in the UNESCO L,A,1,21,1,1,1,104,406GLO0093
00013739,Work of Art activities,A,1,20,1,1,1,104,406GLO0031
00013901,Retrospective inventory (2026-2027),A,1,20,1,1,1,104,198LIS4143
00014099,"Our Rights, Our Lives, Our Future PLUS (",A,1,20,1,1,1,105,501ZIM1000
00013539,EABRN 2024-2026,A,1,19,1,1,1,105,526INT2008
00013608,Ukraine action plan,A,1,19,1,1,1,104,473UKR2000
00002224,FRANCE GENERAL FUND - AE SCHEME,A,1,18,1,1,1,103,811FRA9090
00013397,Ocean Decade Coordination Office for Oce,A,1,18,1,1,1,105,570GLO2032
00013737,Building Happy Schools for Transformatio,A,1,18,1,1,1,105,570VIE1001
00013753,UNESCO-CAN des quartiers au Maroc,A,1,18,1,1,1,104,406MOR3000
00013760,00141131 - Spotlight Initiative 2.0 Zamb,A,1,18,1,1,1,105,268ZAM1001
00013927,"43C/5 Output 1.4 ED RtE, Inclusion, ECCE",A,1,18,1,1,1,104,495GLO1054
00013747,HIV prevention - UBRAF 2025,A,1,17,1,1,1,108,201MAG1003
00013904,Reactive and Reinforced Monitoring (2026,A,1,17,1,1,1,104,198CSV4243
00013347,Underwater Forests,A,1,16,1,1,1,104,406GLO0028
00011508,"Improving IWRM, Knowledge-based Manageme",A,1,15,1,1,1,108,213RAF2006
00013412,HIV Prevention - UBRAF,A,1,15,1,1,1,108,201MAG1002
00013871,Continuity of learning for Higher Educat,A,1,15,1,1,1,104,406PAL1000
00013945,Reinforcement of the Crisis Section,A,1,15,1,1,1,104,406GLO0091
00013691,Guidance Materials for the Recommendatio,A,1,14,1,1,1,105,559GLO1044
00013744,Unlocking Africa’s Geopark Potential thr,A,1,14,1,1,1,105,513RAF2045
00013777,Media development is strengthened (IPDC,A,1,14,1,1,1,104,355GLO5008
00014002,Security of building and access to the d,A,1,14,1,1,1,104,473SYR4001
00013059,UNESCO / Kingdoms Institute: Kingdom of,A,1,13,1,1,1,105,505INT0001
00013176,Living Heritage and the SDGs: safeguardi,A,1,13,1,1,1,104,199GLO4542
00013694,Partnerships for equality:  No to hate s,A,1,13,1,1,1,108,235BIH5000
00013886,Effective Policy Interventions for Impro,A,1,13,1,1,1,105,549CYP1001
00014064,Strengthen Viet Nam’s capacity for early,A,1,13,1,1,1,105,567VIE2000
00014097,Mitigation of the Impacts of Climate Cha,A,1,13,1,1,1,105,570MLI4003
00013793,Building Climate Resilient Coastal Ecosy,A,1,12,1,1,1,105,555RAS2026
00013955,Support to ITSE Panama in strengthening,A,1,12,1,1,1,108,PAN0102793
00013957,Updating Ukraine Regional Refugee Educat,A,1,12,1,1,1,108,201RER1000
00013989,JPO (Republic of Korea) for Youth Progra,A,1,12,1,1,1,103,823GLO3000
00012273,Carry Over International Assistance 2020,A,1,11,1,1,1,106,196IAC4040
00014001,Building a National Public Libraries Net,A,1,11,1,1,1,105,504LEB5000
00014056,Enhancing protection of cultural heritag,A,1,11,1,1,1,105,567UKR4002
00002215,DENMARK GENERAL FUND - AE SCHEME,A,1,10,1,1,1,103,801DEN9090
00013134,Meetings with Advisory Bodies (2024-2025,A,1,10,1,1,1,104,198MTG4242
00013741,The third UNESCO Global Engineering Repo,A,1,10,1,1,1,105,570GLO2043
00013750,Coordination Syria special account,A,1,10,1,1,1,104,473SYR1001
00013926,43C/5 Output 1.3 ED TVET and Literacy,A,1,10,1,1,1,104,495GLO1053
00013943,Towards the Naples Biennale on Cultural,A,1,10,1,1,1,105,534GLO4003
00014105,International Fund for Cultural Diversit,A,1,10,1,1,1,104,182GLO4043
00013852,Support to engagement with US private se,A,1,9,1,1,1,104,406RER0001
00013905,Capacity Building in States Parties (202,A,1,9,1,1,1,104,198CAP4243
00013916,Développement des compétences numériques,A,1,9,1,1,1,105,507IVC1002
00013140,Advisory services by ICCROM for 2024-202,A,1,8,1,1,1,104,198ADB4342
00013552,Support for the Ars Aevi Museum of Conte,A,1,8,1,1,1,105,534BIH4000
00013761,00141132 - Spotlight Initiative 2.0 Zamb,A,1,8,1,1,1,105,268ZAM1002
00013797,Revive the Spirit of Mosul Exhibition at,A,1,8,1,1,1,104,406RER4000
00013824,Transforming Education in South Sudan: S,A,1,8,1,1,1,105,570RSS1001
00013906,Renforcer la gouvernance et le pilotage,A,1,8,1,1,1,105,549HAI1000
00013925,43C/5 OP2 -Teachers,A,1,8,1,1,1,104,495GLO1052
00013959,Special Account Underwater Cultural Heri,A,1,8,1,1,1,104,175GLO4043
00013963,Support to the EU4Ocean Coalition by UNE,A,1,8,1,1,1,105,549RER2023
00007746,MLT - Resources for funds mobilization,A,1,7,1,1,1,104,406GLO0016
00013811,Indigenous Knowledge in UNESCO Designate,A,1,7,1,1,1,104,406GLO4006
00013874,Sustainable Management and Conservation,A,1,7,1,1,1,105,501RSS4001
00013891,Cultural Heritage Recovery in Syria and,A,1,7,1,1,1,105,534SYR4001
00013964,Education in Emergencies and early recov,A,1,7,1,1,1,105,570PAL1000
00014031,International assistance (43 C/5),A,1,7,1,1,1,104,199IAS4143
00002216,FINLAND GENERAL FUND - AE SCHEME,A,1,6,1,1,1,103,802FIN9090
00013317,IDB Support to High Technical Council -,A,1,6,1,1,1,107,704RLA1001
00013324,Media development is strengthened (IPDC,A,1,6,1,1,1,104,354GLO5012
00013541,Design of Flagship Program on Education,A,1,6,1,1,1,104,406GLO0030
00013588,Advancing Humanism through Language Tech,A,1,6,1,1,1,105,570GLO5019
00013662,Ethics of neurotechnology-support for th,A,1,6,1,1,1,104,406GLO3006
00013764,42C/5 OUTPUT 1 MS capacities strengthene,A,1,6,1,1,1,104,495GLO3007
00013810,Strengthening Suzhou's gardens and archi,A,1,6,1,1,1,105,580GLO4003
00013897,The costs of advisory services to be pro,A,1,6,1,1,1,104,199CLS4143
00013952,Cuba - Response to Hurricane Melissa,A,1,6,1,1,1,104,406CUB0001
00013962,Digital Transformation of Libyan Univers,A,1,6,1,1,1,109,980LIB5021
00014034,Innovative Solutions for Access to Sanit,A,1,6,1,1,1,105,567GAB2000
00014092,"Blue Economy Pilot Project: Knowledge, C",A,1,6,1,1,1,108,INT1004958
00000860,PROTECTION OF CULTURAL PROPERTY IN THE E,A,1,5,1,1,1,106,310REM4070
00000966,SIMON BOLIVAR PRIZE FUND,A,1,5,1,1,1,104,409VEN4070
00013121,Advisory services by ICOMOS for 2024-202,A,1,5,1,1,1,104,198ADB4142
00013558,International Day of Commemoration in Me,A,1,5,1,1,1,104,406GLO1008
00013665,"AI and ICT to foster inclusive, sustaina",A,1,5,1,1,1,105,570KEN1001
00013731,Emergency assistance for Beirut (Communi,A,1,5,1,1,1,104,473LEB5000
00013766,Implementation of TRRP in Indian Ocean S,A,1,5,1,1,1,105,513RAF2046
00013772,UNESCO-Walnut Youth Innovation Project,A,1,5,1,1,1,105,570GLO2045
00013831,Goodwill Ambassadors meetings,A,1,5,1,1,1,104,406GLO0089
00014025,Fund of the 1970 Convention,A,1,5,1,1,1,104,170GLO4043
00014050,Resilient Infrastructure and Safe Educat,A,1,5,1,1,1,105,567TUR2001
00014062,Safeguarding Information Integrity to Pr,A,1,5,1,1,1,105,567MOV5000
00014102,GPE-SCG Strengthening Viet Nam’s Educati,A,1,5,1,1,1,107,727VIE1004
00000321,GENERAL FUND - AGFUND,A,1,4,1,1,1,105,522AGF9090
00000864,"SAFEGUARDING OF THE CULTURAL HERITAGE,PA",A,1,4,1,1,1,106,311INT4070
00013450,Soutien à la Journée de la Philosophie 2,A,1,4,1,1,1,104,406GLO3005
00013867,"PALESTINE- Emergency Assistance, with th",A,1,4,1,1,1,104,406PAL0001
00013868,Strengthening tsunami early warning in t,A,1,4,1,1,1,108,230RAS2007
00013879,Production of communication materials on,A,1,4,1,1,1,104,406GLO0090
00013958,Strengthen school resilience to disaster,A,1,4,1,1,1,104,406VIE1000
00013123,Advisory services by IUCN for 2024-2025,A,1,3,1,1,1,104,198ADB4242
00013392,Emergency Consolidation of the Antakya G,A,1,3,1,1,1,105,570SYR4000
00013491,Support for the preparation of nominatio,A,1,3,1,1,1,108,BUR0131175
00013540,Teach for Future: the future of Zubair i,A,1,3,1,1,1,105,570IRQ1001
00013557,Establishment of the Libyan National Sei,A,1,3,1,1,1,109,901LIB2005
00013734,Baseline Development for the Revitalized,A,1,3,1,1,1,105,513RAF2044
00013914,OceanOPS,A,1,3,1,1,1,104,193OPS2043
00013985,ED emergency support to Sri Lanka post c,A,1,3,1,1,1,104,406SRL1000
00014017,Symposium Dédiée à la Jeunesse-Transitio,A,1,3,1,1,1,104,406KEN0001
00014019,Support to World Philosophy Day 2026,A,1,3,1,1,1,104,406GLO3009
00002220,SWEDEN GENERAL FUND - AE SCHEME,A,1,2,1,1,1,103,807SWE9090
00012711,Building information and knowledge socie,A,1,2,1,1,1,104,461INT5006
00013151,The Ocean Decade: Amplifying citizen eng,A,1,2,1,1,1,105,555GLO2003
00013518,Preliminary Assessment 2024-2025,A,1,2,1,1,1,104,198PAS4142
00013706,Renforcement de capacités des référents,A,1,2,1,1,1,105,507SEN1000
00013762,00141134 - Spotlight Initiative 2.0 Zamb,A,1,2,1,1,1,105,268ZAM1003
00013771,Feasibility study for BiOES in the North,A,1,2,1,1,1,105,513TRI2000
00013823,Reviving Le Grand Théâtre de Beyrouth,A,1,2,1,1,1,105,560LEB4000
00013839,Investments in Tiger Landscapes,A,1,2,1,1,1,108,218THA4000
00013884,Harnessing culture and creativity for su,A,1,2,1,1,1,105,549BIH4000
00013918,Strengthening the Safety and Resilience,A,1,2,1,1,1,104,473SUD5000
00013970,System Transformation Grant- Myanmar,A,1,2,1,1,1,107,727MYA1006
00014012,Rural TVET Schools Education Plans to ad,A,1,2,1,1,1,104,406HON1000
00014026,Fund of the International Committee for,A,1,2,1,1,1,104,456GLO4043
00014033,Emergency Assistance-Carry-forward 2024-,A,1,2,1,1,1,104,196RES4142
00014045,"Wildfires in Chile (BioBio, Ñuble, Arauc",A,1,2,1,1,1,104,406CHI1011
00012652,3ème Edition de la Biennale de Luanda -,A,1,1,1,1,1,104,412RAF0030
00013125,Information Management System (2024-2025,A,1,1,1,1,1,104,198IMS4142
00013154,Provision for exchange rate fluctuation,A,1,1,1,1,1,104,198EXC4142
00013600,IAP Young Physician Leaders,A,1,1,1,1,1,105,570GLO2036
00013693,UNPRPD in Fiji,A,1,1,1,1,1,108,261FIJ1000
00013758,Delivering A Healthy Ocean through Susta,A,1,1,1,1,1,105,570GLO2044
00013759,00141130 - Spotlight Initiative 2.0 Zamb,A,1,1,1,1,1,105,268ZAM1000
00013770,Conservation of Moenjodaro and Reinforce,A,1,1,1,1,1,105,537PAK4000
00013850,Bridging the Science – Policy Gap: Evide,A,1,1,1,1,1,105,507RAB2001
00013880,Inclusive quality education to children,A,1,1,1,1,1,108,263CHD1000
