fund,fund_center,avc_bucket,year,fm_revenue_usd,fm_actuals_usd,fm_open_cmt_usd,fmavct_kbfc_usd,fm_pool_usd,fm_pool_method,ps_budget_cum_usd,ps_actuals_cum_usd,ps_cmt_cum_usd,ps_pool_usd,ps_wbs_count,tier,constituent_fipex
A230545061,MXC,20,2026,0.0,5907.48,11675.62,0.0,-17583.1,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
3230633102,BGK,11,2026,0.0,9333.0,74664.0,0.0,-83997.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210254032,BEJ,10',2026,0.0,3323.51,0.0,0.0,-3323.51,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3230835071,HAN,13,2026,0.0,486.98,0.0,0.0,-486.98,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
637FOR7332,KAB,REVENUE,2026,0.0,56583.5,0.0,0.0,-56583.5,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
3210642061,NAI,11,2026,0.0,24.53,36453.22,0.0,-36477.75,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
473UKR0002,PAX,50,2026,0.0,1038.29,0.0,31511.66,-31511.66,fmavct_kbfc,259234.45,103364.82,7295.98,148573.65,1,2,50
637FOR7323,HAR,40,2026,0.0,10537.07,81878.38,0.0,-92415.45,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
520RAF1015,DAK,40,2026,0.0,2200.02,38363.18,1851.63,-1851.63,fmavct_kbfc,16399988.04,11045756.29,235652.15,5118579.6,13,2,40
520RAF1015,DAK,50,2026,0.0,4951.11,160042.38,9887.43,-9887.43,fmavct_kbfc,16399988.04,11045756.29,235652.15,5118579.6,13,2,50
3230711032,CPE,50,2026,0.0,3658.92,14240.04,0.0,-17898.96,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
2210221083,HYD,50,2026,198.83,362.46,0.0,0.0,-163.63,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
A240119011,FEL,30,2026,0.0,26027.52,63700.0,0.0,-89727.52,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,30
3210652131,NAI,11,2026,0.0,3.02,20532.48,0.0,-20535.5,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
A230543071,RAB,40,2026,0.0,698.21,308.9,0.0,-1007.11,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
650RER2003,VNI,TC,2026,93.8,12347.32,92589.34,315899.65,-315805.85,fmavct_kbfc,155574.0,8981.74,0.0,146592.26,7,2,10'|11|20|30
199STA4142,LHE,TC,2026,0.0,580.5,0.0,447.38,-447.38,fmavct_kbfc,246631.16,10439.73,0.0,236191.43,1,2,30
199PHY4142,LHE,TC,2026,0.0,3372.9,0.0,3845.9,-3845.9,fmavct_kbfc,289299.9,25180.04,0.0,264119.86,1,2,30
3210551152,DCE,20,2026,0.0,15365.0,261514.0,0.0,-276879.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
3210316121,IOC,11,2026,0.0,3379.95,163507.98,0.0,-166887.93,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210316031,CTG,20,2026,0.0,258.82,30594.16,0.0,-30852.98,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
567IRA2000,TEH,TC,2026,7259.8,24003.36,65853.72,14860.42,-7600.62,fmavct_kbfc,2634293.57,18945101.04,0.0,-16310807.47,14,1,10'|11|13|40|50
727CMR1005,YAO,TC,2026,10600.0,8317.96,130823.28,1013905.17,-1003305.17,fmavct_kbfc,309722.0,-9870.0,0.0,319592.0,7,2,11|13|20|40
538JOR1000,AMN,11,2026,132409.19,126355.87,1332744.76,14.57,132394.62,fmavct_kbfc,8423045.36,3769311.08,39780.0,4613954.28,5,4,11
3230833161,NAI,50,2026,0.0,1604.66,283114.79,0.0,-284719.45,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210316121,IOC,20,2026,0.0,32994.93,305687.28,0.0,-338682.21,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
504NOR9090,DCO,REVENUE,2026,1041460.57,0.0,0.0,0.0,1041460.57,fmifiit_fmioi,0.0,292481.97,0.0,-292481.97,1,3,REVENUE
504LEB5000,BEI,REVENUE,2026,292481.97,0.0,0.0,0.0,292481.97,fmifiit_fmioi,739289.12,-291181.97,0.0,1030471.09,15,4,REVENUE
534JOR4005,AMN,REVENUE,2026,704317.59,0.0,0.0,0.0,704317.59,fmifiit_fmioi,3640684.99,1279270.95,23745.0,2337669.04,22,4,REVENUE
526GLO1007,SDG,REVENUE,2026,145882.0,0.0,0.0,0.0,145882.0,fmifiit_fmioi,289590.0,-57306.93,0.0,346896.93,2,4,REVENUE
3210221081,HYD,11,2026,0.0,3000.0,31825.04,0.0,-34825.04,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
A230561041,DBS,50,2026,0.0,148767.23,428480.04,0.0,-577247.27,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
185GEF0006,LBV,50,2026,0.0,188.48,0.0,0.0,-188.48,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
185GEF0006,BAG,50,2026,0.0,2321.0,0.0,0.0,-2321.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
501RAF1002,HAR,40,2026,0.0,72451.62,1811040.86,0.0,-1883492.48,fmifiit_fmioi,14331920.45,9041369.03,122171.35,5168380.07,28,2,40
549IRQ1004,BAG,50,2026,0.0,2670.18,39628.66,37339.99,-37339.99,fmavct_kbfc,25828978.22,492130056.19,85166024.2,-551467102.17,51,1,50
549IRQ4003,BAG,50,2026,0.0,2262.66,175224.45,348789.4,-348789.4,fmavct_kbfc,23103761.31,7458616567.27,294278648.3,-7729791454.26,26,1,50
526IRQ1000,BAG,50,2026,0.0,21185.07,193142.62,211.36,-211.36,fmavct_kbfc,16700468.56,5718580237.46,178685049.81,-5880564818.71,53,1,50
259ZAM1001,HAR,TC,2026,2724.27,69125.73,84880.54,881.12,1843.15,fmavct_kbfc,2940965.72,1381636.9,0.0,1559328.82,59,4,10'|11|13|50
633TFC7323,HAR,13,2026,0.0,124932.07,0.0,0.0,-124932.07,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
513RAF2043,HAR,TC,2026,374.88,38062.46,99664.55,0.0,-137352.13,fmifiit_fmioi,464516.0,247427.08,0.0,217088.92,5,2,10'|13|20|40|50
A230542161,LBV,20,2026,0.0,20391.04,24747.32,0.0,-45138.36,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
193EWS2042,PRT,TC,2026,66.58,337.78,0.0,18884.54,-18817.96,fmavct_kbfc,630320.56,942642.69,0.0,-312322.13,1,1,10'
191EWS2042,IOC,TC,2026,0.0,20497.62,726444.6,16548.46,-16548.46,fmavct_kbfc,785402.42,174902.83,28380.0,582119.59,8,2,10'|11|20
218MOZ1003,MAP,TC,2026,3180.78,228458.01,1028570.49,0.0,-1253847.72,fmifiit_fmioi,8279309.95,6201988.18,1919631.48,157690.29,138,2,10'|13|20|30|40|50
3230833841,JUB,50,2026,0.0,5539.44,0.0,0.0,-5539.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
549IRQ1004,BAG,PC,2026,70276.56,396592.11,1834868.62,370.98,69905.58,fmavct_kbfc,25828978.22,492130056.19,85166024.2,-551467102.17,51,3,10'|11|13
534SUD1001,KHA,TC,2026,3003.35,148165.16,1479151.5,351232.71,-348229.36,fmavct_kbfc,1947878.94,56747608.33,122075680.8,-176875410.19,8,1,10'|11|13|20|40|50
513GLO2052,IOC,20,2026,0.0,13245.22,258992.71,0.0,-272237.93,fmifiit_fmioi,3854961.72,221107.31,0.0,3633854.41,21,2,20
633CRP7310,BEI,11,2026,0.0,5699.46,11632.74,0.0,-17332.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
633CRP5510,BEI,11,2026,0.0,55.82,4607.06,0.0,-4662.88,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3310511061,CLD,50,2026,0.0,219.06,876.24,0.0,-1095.3,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3310511061,CLD,20,2026,0.0,486.97,42585.8,0.0,-43072.77,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
3210513011,WHC,11,2026,0.0,111.64,29411.51,0.0,-29523.15,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3210513011,WHC,10',2026,0.0,235.99,0.0,0.0,-235.99,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
637FOR7349,RAM,40,2026,0.0,2271.46,11441.04,0.0,-13712.5,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
406NIR1000,ABU,TC,2026,0.0,30302.93,0.0,2993.72,-2993.72,fmavct_kbfc,20000.0,25083368.0,0.0,-25063368.0,1,1,20|30
3210411042,IRD,11,2026,0.0,4400.79,21017.28,0.0,-25418.07,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
257GLO1048,HAE,30,2026,0.0,702.0,0.0,130754.53,-130754.53,fmavct_kbfc,7904018.7,23170559.66,13300.0,-15279840.96,13,1,30
3230621072,BSP,50,2026,0.0,17.04,0.0,0.0,-17.04,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210514092,HAN,20,2026,0.0,9386.68,236333.15,0.0,-245719.83,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
A230542021,ABU,50,2026,0.0,90216.2,186345.89,0.0,-276562.09,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
549CMR4000,YAO,TC,2026,6688.97,196605.35,1011079.35,1423.56,5265.41,fmavct_kbfc,4461182.24,405328.79,25069.0,4030784.45,21,4,10'|11|13|20|30|40|50
633CRP1717,DAK,20,2026,0.0,38283.02,15192.42,0.0,-53475.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
263KEN3000,NAI,TC,2026,2942.07,44188.44,195230.68,1084.71,1857.36,fmavct_kbfc,775000.0,4896852.8,1138500.0,-5260352.8,67,3,10'|11|13|20|30|40|50
32101B2181,NDJ,10',2026,111.65,3390.66,0.0,0.0,-3279.01,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
727DRC1002,KNS,PC,2026,126.37,64342.11,714832.4,25914.66,-25788.29,fmavct_kbfc,6685995.0,506337.61,10150.0,6169507.39,12,2,10'|11|13
633CRP3591,SHS,50,2026,0.0,244.76,0.0,0.0,-244.76,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
214MEX3000,MXC,TC,2026,214.77,23399.41,81454.5,0.0,-104639.14,fmifiit_fmioi,97352.02,115297.7,0.0,-17945.68,6,1,10'|13|20|40|50
637FOR7340,MTD,40,2026,0.0,2907.54,135683.24,0.0,-138590.78,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
665GLO2000,HYD,REVENUE,2026,34965.03,0.0,0.0,0.0,34965.03,fmifiit_fmioi,4750147.94,1344381.75,9361.9,3396404.29,1,4,REVENUE
408MIL5042,MIL,REVENUE,2026,518000.0,0.0,0.0,0.0,518000.0,fmifiit_fmioi,1253963.07,791604.8,15621.0,446737.27,128,4,REVENUE
408MIL5043,MIL,REVENUE,2026,518000.0,0.0,0.0,0.0,518000.0,fmifiit_fmioi,1667286.38,-385891.3,339203.84,1713973.84,119,4,REVENUE
474GLO1004,TED,REVENUE,2026,1219857.89,0.0,0.0,0.0,1219857.89,fmifiit_fmioi,7994203.68,1151022.08,7106.5,6836075.1,27,4,REVENUE
474GLO1005,TED,REVENUE,2026,1174485.16,0.0,0.0,0.0,1174485.16,fmifiit_fmioi,1165000.0,-818441.16,0.0,1983441.16,41,4,REVENUE
495GLO1049,FLI,REVENUE,2026,445881.45,0.0,0.0,0.0,445881.45,fmifiit_fmioi,1447404.64,499700.96,0.0,947703.68,2,4,REVENUE
495GLO1059,SDG,REVENUE,2026,3663367.18,0.0,0.0,0.0,3663367.18,fmifiit_fmioi,6393372.98,-3342430.0,11900.0,9723902.98,7,4,REVENUE
410GLO1042,HAE,REVENUE,2026,9195482.87,0.0,0.0,0.0,9195482.87,fmifiit_fmioi,58283891.52,272460927.4,3550744.0,-217727779.88,41,3,REVENUE
410GLO1043,HAE,REVENUE,2026,9195482.87,0.0,0.0,0.0,9195482.87,fmifiit_fmioi,32127236.88,139530900.34,288544.38,-107692207.84,37,3,REVENUE
439GLO2042,EES,REVENUE,2026,1701863.82,0.0,0.0,0.0,1701863.82,fmifiit_fmioi,3918308.64,3664987.43,4699017.57,-4445696.36,12,3,REVENUE
439GLO2043,EES,REVENUE,2026,2033007.74,0.0,0.0,0.0,2033007.74,fmifiit_fmioi,5142673.48,-694252.25,15489.82,5821435.91,23,4,REVENUE
549GRE3000,MTF,PC,2026,22903.91,85737.56,333434.21,130821.65,-107917.74,fmavct_kbfc,774945.98,75447.82,34414.0,665084.16,1,2,10'|11|13
A230546021,GLO,40,2026,0.0,7066.41,0.0,0.0,-7066.41,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
526RAS4028,WHC,TC,2026,8442.04,256941.39,292181.08,13685.18,-5243.14,fmavct_kbfc,4114936.0,-1502134.1,0.0,5617070.1,9,2,10'|11|20
3230854061,KHA,20,2026,0.0,1443.83,133500.16,0.0,-134943.99,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
633CRP7334,KHA,20,2026,0.0,9380.49,64102.29,0.0,-73482.78,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
A230543011,AMN,50,2026,0.0,7756.89,23341.44,0.0,-31098.33,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
637FOR7334,KHA,20,2026,0.0,3083.76,16910.68,0.0,-19994.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
3210641091,IDT,11,2026,0.0,3504.93,61029.3,0.0,-64534.23,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,11
3230837101,POP,50,2026,0.0,2090.03,108690.08,0.0,-110780.11,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
505RLA4000,WHC,20,2026,0.0,69069.48,602995.32,0.0,-672064.8,fmifiit_fmioi,4424648.19,2793251.65,0.0,1631396.54,36,2,20
570RLA2001,EES,10',2026,422.16,6156.91,7597.38,21585.13,-21162.97,fmavct_kbfc,11460664.48,1341798.03,30302.0,10088564.45,36,2,10'
A230544021,API,40,2026,0.0,15963.34,21189.32,0.0,-37152.66,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3230835051,BEJ,50,2026,0.0,1688.66,163150.36,0.0,-164839.02,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
570RAS1008,BGK,20,2026,0.0,139411.0,1690817.13,39403.14,-39403.14,fmavct_kbfc,2752292.0,10427928.3,11971800.2,-19647436.5,6,1,20
3230835081,ISB,40,2026,0.0,75.01,688921.7,0.0,-688996.71,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3230835051,BEJ,13,2026,0.0,1972.58,0.0,0.0,-1972.58,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,13
2210654021,BEJ,50,2026,0.0,5.16,83.46,0.0,-88.62,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
2210554032,BEJ,50,2026,0.0,6.57,0.0,0.0,-6.57,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
633CRP4128,ISB,20,2026,0.0,563.95,3586.06,0.0,-4150.01,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
526MAG2000,NAI,10',2026,169.0,14770.44,0.0,374.0,-205.0,fmavct_kbfc,6212086.17,17039527.48,0.0,-10827441.31,44,1,10'
633CRP4142,NAI,10',2026,105.91,4311.26,0.0,0.0,-4205.35,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
32101D2031,NAI,10',2026,0.0,1215.84,0.0,0.0,-1215.84,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210422041,NAI,10',2026,0.0,711.36,0.0,0.0,-711.36,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP1442,NAI,10',2026,268.12,1560.68,0.0,0.0,-1292.56,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
549RAF2004,NAI,TC,2026,3.55,36743.28,41693.85,60873.36,-60869.81,fmavct_kbfc,1429008.2,3663144.52,0.0,-2234136.32,35,1,10'|13|20|30|50
3210582141,NAI,10',2026,91.08,4474.0,0.0,0.0,-4382.92,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
526RAS1036,BGK,20,2026,0.0,24000.0,319472.7,16787.0,-16787.0,fmavct_kbfc,1625915.0,1188970.74,0.0,436944.26,7,2,20
501RAF1002,HAR,20,2026,0.0,24239.73,4211201.98,0.0,-4235441.71,fmifiit_fmioi,14331920.45,9041369.03,122171.35,5168380.07,28,2,20
526RAF1007,PLS,20,2026,10518.82,522315.69,4356263.83,43305.0,-32786.18,fmavct_kbfc,16590387.48,74369545.51,16032901.17,-73812059.2,60,1,20
3230835051,BEJ,40,2026,0.0,54.45,663338.54,0.0,-663392.99,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
456GLO4042,MHM,TC,2026,5669.0,3600.0,14158.34,24740.79,-19071.79,fmavct_kbfc,27807.0,175699.77,0.0,-147892.77,6,1,11|13
632HQF9000,CLD,REVENUE,2026,446805.73,2021326.59,0.0,0.0,-1574520.86,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
3230321011,AFR,50,2026,526.83,0.0,0.0,0.0,526.83,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210411052,IRD,20,2026,40683.57,1059.58,8806.52,0.0,30817.47,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
2230835052,BEJ,20,2026,0.0,1234.25,4834.19,0.0,-6068.44,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,20
2210521022,MHM,50,2026,531.76,0.0,0.0,0.0,531.76,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
635SAD9001,CLD,REVENUE,2026,133825.2,0.0,0.0,0.0,133825.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
498GLO4000,ICD,50,2026,19174.41,2838.92,4391.1,0.0,11944.39,fmifiit_fmioi,672270.29,-378727.3,0.0,1050997.59,4,4,50
635SAD9002,CLD,REVENUE,2026,311123.74,21542.57,0.0,0.0,289581.17,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
549IRE1000,TED,50,2026,1914.38,0.0,0.0,159790.25,-157875.87,fmavct_kbfc,566848.26,-104089.97,3500.0,667438.23,1,2,50
580GLO0003,CPE,50,2026,14756.41,10712.27,359158.76,4823.7,9932.71,fmavct_kbfc,10891335.44,760046.01,100.0,10131189.43,8,4,50
3210511111,MON,10',2026,0.0,242.35,0.0,0.0,-242.35,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP7313,BRU,10',2026,8.45,928.47,0.0,0.0,-920.02,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3230511071,NAI,50,2026,0.0,465.2,0.0,0.0,-465.2,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3230833061,ADI,50,2026,0.0,348.03,59382.18,0.0,-59730.21,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
534IRQ1002,BAG,50,2026,0.0,30814.07,355651.84,191189.45,-191189.45,fmavct_kbfc,3660987.92,7198661404.98,0.0,-7195000417.06,5,1,50
3230511071,NAI,LOSS,2026,0.0,232.6,0.0,0.0,-232.6,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,LOSS
567UKR5001,FEJ,TC,2026,542.58,18346.63,162430.5,4976.6,-4434.02,fmavct_kbfc,9287967.0,308605.12,0.0,8979361.88,19,2,10'|11|40
199OTH4142,LHE,TC,2026,1033.63,33489.47,838983.78,0.0,-871439.62,fmifiit_fmioi,2551626.65,200112.2,11000.0,2340514.45,3,2,10'|11|20|30
637FOR7319,DHA,REVENUE,2026,0.0,1762.61,0.0,0.0,-1762.61,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
3210541021,LHE,10',2026,430.55,5976.43,0.0,0.0,-5545.88,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3230834031,CAI,40,2026,0.0,11567.12,116648.38,0.0,-128215.5,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
469GLO5002,FED,REVENUE,2026,6993.01,0.0,0.0,0.0,6993.01,fmifiit_fmioi,114542.55,-6000.0,0.0,120542.55,1,4,REVENUE
635SAD9004,CLD,REVENUE,2026,123113.96,2363.32,0.0,0.0,120750.64,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
A210312011,IOC,10',2026,227.64,7805.48,0.0,0.0,-7577.84,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
637FOR9001,ERI,REVENUE,2026,13842.97,13777.99,0.0,0.0,64.98,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
A2106C1011,HEQ,10',2026,521.38,70037.99,0.0,0.0,-69516.61,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A2102C1011,HEQ,10',2026,1380.83,79870.19,0.0,0.0,-78489.36,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
A210521021,WHC,10',2026,418.04,586.08,0.0,0.0,-168.04,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
633CRP7308,BAG,10',2026,421.9,5534.79,0.0,0.0,-5112.89,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,10'
3210316101,IOC,50,2026,35.05,0.0,0.0,0.0,35.05,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210316101,IOC,40,2026,157.26,0.0,89894.57,0.0,-89737.31,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
635SAD9003,CLD,REVENUE,2026,66573.4,359.36,0.0,0.0,66214.04,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,REVENUE
3110111101,SCX,50,2026,93.1,0.0,0.0,0.0,93.1,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3310511011,CLD,40,2026,615.78,0.0,37617.88,0.0,-37002.1,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
680ADM3103,AEO,40,2026,252.18,0.0,66780.64,0.0,-66528.46,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
549RER3003,BIO,TC,2026,2333.16,1128.98,13109.56,5576.41,-3243.25,fmavct_kbfc,1209811.56,92726.81,0.0,1117084.75,4,2,30|40|50
526GLO2004,HYD,50,2026,1335.79,0.0,191.48,59416.67,-58080.88,fmavct_kbfc,2915485.78,46995087.95,6776548.0,-50856150.17,20,1,50
213INT2004,HYD,50,2026,17786.48,20497.02,0.0,646.99,17139.49,fmavct_kbfc,8195161.24,2013576.31,12518.58,6169066.35,98,4,50
469GLO2002,BES,50,2026,477.45,300013.58,721.98,20110.16,-19632.71,fmavct_kbfc,2568467.98,481508.89,3020.0,2083939.09,1,2,50
633CRP1491,HED,50,2026,56.78,355.91,0.0,0.0,-299.13,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210631031,IEO,40,2026,2243.93,0.0,34500.92,0.0,-32256.99,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3210511051,WHC,50,2026,193.87,0.0,0.0,0.0,193.87,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
406GLO2050,LIN,TC,2026,4118.19,0.0,0.0,19538.39,-15420.2,fmavct_kbfc,93458.0,55286.18,0.0,38171.82,1,2,50
3230211041,COR,40,2026,2083.02,492.0,8705.0,0.0,-7113.98,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
680HRM3117,HRM,40,2026,1151.67,0.0,108285.36,0.0,-107133.69,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3310611071,OPS,40,2026,643.39,0.0,71519.34,0.0,-70875.95,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3230511011,GEN,50,2026,4832.42,0.0,1930.16,0.0,2902.26,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3310714011,SSM,50,2026,4180.72,0.0,1037.72,0.0,3143.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
680HRM3117,HRM,50,2026,593.12,462.43,0.0,0.0,130.69,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
680BFM3102,BFM,50,2026,496.74,0.0,0.0,0.0,496.74,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3310611071,OPS,50,2026,1476.84,0.0,0.0,0.0,1476.84,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3230211041,COR,50,2026,524.65,0.0,0.0,0.0,524.65,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210241031,SCI,50,2026,59.15,0.0,2644.54,0.0,-2585.39,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210151061,OPC,40,2026,1199.84,0.0,109.52,0.0,1090.32,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3210411071,OPC,40,2026,4400.73,0.0,8564.62,0.0,-4163.89,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
680BFM3102,BFM,40,2026,209.98,173.67,39008.7,0.0,-38972.39,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3310714011,SSM,40,2026,375.59,0.0,2828.44,0.0,-2452.85,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
680LAL3101,LAL,40,2026,235.66,0.0,13465.66,0.0,-13230.0,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3230511011,GEN,40,2026,3415.23,0.0,26887.52,0.0,-23472.29,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
680ETH3101,ETH,40,2026,3.79,0.0,14443.26,0.0,-14439.47,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
680DIG3101,CAB,40,2026,528.58,0.0,33371.84,0.0,-32843.26,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,40
3210641081,UAI,50,2026,134.37,0.0,0.0,0.0,134.37,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
3210641071,UAI,50,2026,611.69,0.0,0.0,0.0,611.69,fmifiit_fmioi,0.0,0.0,0.0,0.0,0,no_ps_link,50
